Treatment,Treat,Id,Latitude,Longitude,ACa_KgHa,AK_KgHa,AMg_KgHa,AMo_KgHa,ANa_KgHa,AP_KgHa,AS_KgHa,B,BpH,BulkDens,Ca,CEC,Clay,Cu,Elevation,Fe,K,Loam,Mg,Mn,Mo,Na,OM,OrganicC,OrgC_Clay,OrgC_THa,P,PAWater,pH,S,Sand,Silt,TCa,TCa-TMg_KH,TCa_KgHa,TK,TK_KgHa,TMg,TMg_KgHa,TMo,TMo_KgHa,TNa,TNa_KgHa,TP,TP_KgHa,TS,TS_KgHa,Zn,UKText
Conventional,CON,2549,52.91507595,-2.607803688,5849.07231,394.3314372,419.905464,0.150082015,83.81066126,78.89969261,66.21989661,1.318578993,6.943744817,1.358294065,2051.445854,13.84213654,23.03563143,5.757402219,327.4747063,1097.500293,160.6161799,82.68862991,124.3030937,38.25559456,0.073662014,30.51576859,3.186085597,1.84488107,0.080088148,37.58836513,16.90305326,92.2468867,6.2503508,13.00060094,17.31137009,59.65299847,2156.005111,0.52000336,4392.73342,5240.312901,10676.82887,4146.136882,8447.50968,0.563330564,1.147752842,181.5728033,369.9438917,492.592252,1003.627699,252.3846251,514.2188076,6.676815534,SiClLo
Conventional,CON,2550,52.91507578,-2.607751638,5844.721435,395.1249114,421.2533505,0.150120115,83.87052949,79.03149489,66.35402568,1.320165423,6.942656896,1.357893278,2050.524912,13.83577148,23.12717333,5.743385048,327.7203746,1094.908985,160.9868738,82.80909994,124.7389099,38.75493421,0.073702461,30.5465801,3.178276646,1.840374899,0.079576301,37.48549058,16.93628721,92.34392987,6.248622625,13.03077873,17.19090007,59.6819266,2154.074539,0.517045776,4387.505007,5261.416015,10716.66216,4166.119594,8485.71869,0.5625763,1.145877865,181.2969802,369.2729263,493.0813282,1004.327732,252.5807536,514.4665613,6.693121392,SiClLo
Conventional,CON,2551,52.91507561,-2.607699589,5841.063831,395.2479,422.6498275,0.150091162,83.96749906,78.97542819,66.45109239,1.320432803,6.942887012,1.357788998,2049.399087,13.83711781,23.18643244,5.746349947,327.9786878,1091.741189,161.0493514,82.8870855,125.1620379,39.24199541,0.073693906,30.58424624,3.168730436,1.834866239,0.079135341,37.37041787,16.92557205,92.39327681,6.248988167,13.0508432,17.1129145,59.70065305,2151.714472,0.514085274,4382.361354,5264.972782,10723.08317,4185.520535,8524.580598,0.562735841,1.146114801,180.9597947,368.5578274,492.9778793,1004.039911,252.5392687,514.3425606,6.708952527,SiClLo
Conventional,CON,2552,52.91507544,-2.607647539,5839.644236,395.0337189,423.7802183,0.150001624,84.02757918,78.7651399,66.51543964,1.320023054,6.944173779,1.357860475,2048.793153,13.84464625,23.20089271,5.762929119,328.2518875,1090.036238,160.9536072,82.90611534,125.4901817,39.62988051,0.073646066,30.60451867,3.163592537,1.831901404,0.078958229,37.31199767,16.87961565,92.39689296,6.251032211,13.06279319,17.09388466,59.70522264,2150.444252,0.511941505,4380.004881,5259.522193,10712.54595,4200.566336,8555.674501,0.563627966,1.147992207,180.778317,368.2075971,492.3994117,1002.914549,252.3072927,513.8971504,6.721229874,SiClLo
Conventional,CON,2553,52.91507527,-2.60759549,5841.468652,394.941756,424.4432431,0.149857796,83.9818709,78.44406402,66.55192605,1.31982959,6.946168279,1.35792576,2049.334705,13.85631539,23.17034554,5.788626963,328.5408275,1091.560034,160.9084013,82.86591498,125.6804746,39.87303345,0.073571914,30.58640024,3.168184521,1.834551218,0.079176688,37.36776535,16.80999988,92.37046855,6.254200495,13.0693303,17.13408502,59.69556944,2151.579508,0.511150037,4382.527857,5256.948678,10707.81904,4209.291502,8573.85804,0.565010766,1.150864011,180.9405123,368.5556739,491.5027826,1001.136434,251.9477281,513.1894651,6.728349594,SiClLo
Conventional,CON,2554,52.91507509,-2.60754344,5846.699007,395.3962904,424.5909788,0.149666255,83.78904764,78.05590275,66.56556478,1.320683569,6.948521464,1.357804745,2051.352458,13.87008308,23.10611884,5.818946246,328.8449075,1097.237498,161.1079467,82.78139202,125.7354254,39.9736766,0.073484427,30.51889331,3.185293659,1.844424081,0.079824054,37.56551651,16.72831049,92.33727299,6.257938556,13.0731737,17.21860798,59.67527318,2155.809324,0.511848535,4390.752192,5268.308535,10730.00149,4211.811062,8578.225565,0.566642246,1.154084296,181.5448309,369.7536492,490.4449059,998.8926302,251.5235003,512.279703,6.730405552,SiClLo
Conventional,CON,2555,52.91507492,-2.60749139,5854.7282,396.7482833,424.2911694,0.149438104,83.43622039,77.65068226,66.5636337,1.323280289,6.950852298,1.357335547,2054.879629,13.88372,23.02860638,5.84897754,329.1629021,1107.162098,161.7147104,82.67938487,125.6900749,39.96844224,0.07339777,30.40088653,3.215201617,1.861682528,0.080842171,37.90391809,16.64721946,92.32498972,6.261641111,13.07731339,17.32061513,59.65077849,2163.203335,0.51385777,4404.289172,5302.850799,10796.62183,4209.731684,8571.027687,0.56825823,1.156975642,182.6012218,371.7766939,489.3970774,996.4140745,251.103302,511.2471566,6.728708783,SiClLo
Conventional,CON,2623,52.91504449,-2.607803972,5857.382505,400.3259101,418.3575624,0.150166032,83.04971756,79.49432337,66.23572002,1.330294197,6.93903921,1.355834355,2058.087444,13.81460563,23.10460572,5.696773491,327.4848304,1116.188109,163.3536187,82.77940073,124.0695493,37.99171154,0.073836961,30.29356428,3.24240166,1.877378368,0.08125559,38.18121132,17.06133989,92.50660571,6.242875891,13.02729837,17.22059927,59.67479502,2169.92788,0.524716565,4413.09415,5396.151694,10974.43177,4135.428584,8410.434219,0.560068133,1.139039424,183.5619653,373.3194282,494.7076623,1006.112466,253.2329431,515.012886,6.668077581,SiClLo
Conventional,CON,2624,52.91504432,-2.607751923,5854.978759,400.8603892,419.3744508,0.150158174,83.07475072,79.50890441,66.34257208,1.331362622,6.938759973,1.355572815,2057.639766,13.81297191,23.15846486,5.693175704,327.7211552,1114.928454,163.6032728,82.85027989,124.395117,38.37395875,0.073847342,30.30854199,3.238605669,1.875187884,0.080972029,38.12930576,17.06776169,92.5660969,6.24243232,13.05083162,17.14972011,59.69181503,2168.989414,0.522603188,4410.334627,5410.364173,11001.21388,4150.356265,8439.165186,0.559874536,1.138426052,183.4278856,372.9747827,494.8331935,1006.173637,253.2832834,515.0159,6.680258543,SiClLo
Conventional,CON,2625,52.91504415,-2.607699873,5852.84195,400.4485357,420.4758152,0.150086916,83.1733922,79.32433617,66.41302404,1.330566632,6.939920093,1.355721343,2056.663472,13.81975938,23.17748762,5.708123103,327.9694096,1112.181401,163.4172774,82.87531403,124.7081403,38.74383054,0.073804211,30.34120536,3.230327375,1.870410877,0.080699466,38.03633919,17.02627584,92.56629615,6.244275183,13.06325952,17.12468597,59.69782641,2166.942808,0.520310766,4406.655921,5399.775702,10980.88675,4164.70877,8469.27685,0.560678856,1.140186437,183.1354847,372.4210279,494.3116605,1005.223302,253.0741392,514.6470178,6.691970162,SiClLo
Conventional,CON,2626,52.91504398,-2.607647823,5852.550085,399.4646815,421.3602433,0.149960292,83.26672907,78.98045662,66.45242963,1.328633012,6.942207212,1.356139989,2055.926043,13.83314053,23.14990158,5.737591157,328.2327855,1110.106453,162.965457,82.83901053,124.9318722,39.02029421,0.07371918,30.36587718,3.224074484,1.866802634,0.080639765,37.97468556,16.9472318,92.51123398,6.247908296,13.06697542,17.16098947,59.68910895,2165.396934,0.518662028,4404.872062,5374.05416,10931.95463,4174.967157,8492.759874,0.562264531,1.143764122,182.9146238,372.086754,493.2834841,1003.442188,252.6618218,513.9672004,6.700340988,SiClLo
Conventional,CON,2627,52.9150438,-2.607595774,5855.20141,398.428901,421.8224615,0.149786817,83.27759943,78.52947712,66.46708071,1.326578285,6.945202376,1.356620415,2056.129016,13.85066422,23.07603563,5.77618193,328.5128335,1110.677571,162.4853384,82.74180222,125.0246272,39.1590451,0.073607825,30.3590864,3.225795556,1.867795782,0.08094093,38.00834834,16.84449554,92.41918889,6.252666148,13.06522787,17.25819778,59.66576659,2165.822427,0.51823603,4407.29838,5346.721638,10880.20759,4179.220086,8504.422931,0.5643411,1.148394985,182.9754145,372.3422742,491.937005,1001.057676,252.1218591,513.0504918,6.703811371,SiClLo
Conventional,CON,2628,52.91504363,-2.607543724,5861.095895,397.8632441,421.7984615,0.149574272,83.15211523,78.02428011,66.46303159,1.325426458,6.948480377,1.356942047,2057.711091,13.86984269,22.96832341,5.818416857,328.8094121,1115.129146,162.2161962,82.6000519,124.9878812,39.16121346,0.073485954,30.3061557,3.239210456,1.875536877,0.081657544,38.17492273,16.73216437,92.31768327,6.257873288,13.06133533,17.3999481,59.63172849,2169.138933,0.519238931,4415.093735,5331.399728,10851.60069,4177.53524,8503.009828,0.56661376,1.153293053,183.4492475,373.3949961,490.4633769,998.2955677,251.5309075,511.9692966,6.702436539,SiClLo
Conventional,CON,2629,52.91504346,-2.607491675,5869.756695,398.2486558,421.3349736,0.149334027,82.86244702,77.52448577,66.44823477,1.326125908,6.951578598,1.356889418,2060.83165,13.88796933,22.84943056,5.858335452,329.1215235,1123.909639,162.3796336,82.44358775,124.8553824,39.06206282,0.073370768,30.20175273,3.265670628,1.890805773,0.082750674,38.48421518,16.62562921,92.24059963,6.262794847,13.05893394,17.55641225,59.59415719,2175.680563,0.521563328,4428.2369,5340.704001,10870.11712,4171.460003,8490.314904,0.568761779,1.157620258,184.3838578,375.2827582,489.0705684,995.4220184,250.972366,510.8126214,6.697479157,SiClLo
Conventional,CON,2697,52.91501286,-2.607752207,5863.894902,405.8468598,418.281231,0.1500491,82.38008175,79.63662483,66.25165142,1.341136254,6.937223454,1.353541089,2063.866516,13.80398226,23.18503528,5.673378644,327.7250526,1132.449012,165.8870331,82.88524682,124.2570813,38.2103914,0.073904467,30.10021677,3.291404178,1.90565537,0.082193335,38.69074268,17.12083938,92.75945936,6.239991543,13.05250885,17.11475318,59.70021154,2182.042554,0.52655122,4430.226383,5540.375648,11248.68914,4144.027157,8413.66655,0.558809257,1.134556936,185.2928027,376.2021331,495.5239371,1006.068014,253.5602841,514.8063948,6.675094002,SiClLo
Conventional,CON,2698,52.91501268,-2.607700157,5863.233103,404.8841732,419.0206139,0.149952516,82.48294741,79.35748679,66.30426954,1.33923951,6.939099726,1.353947798,2063.013699,13.81495969,23.16382109,5.697553205,327.9633997,1130.049392,165.4438296,82.85732874,124.4393355,38.44153647,0.073834711,30.12874904,3.284172881,1.901482535,0.082088466,38.61762137,17.05570348,92.70984738,6.242972022,13.05895144,17.14267126,59.69350765,2180.254792,0.525061008,4427.926762,5515.144656,11200.82694,4152.383739,8433.166229,0.56011009,1.137539734,185.0373832,375.7964363,494.6804571,1004.657273,253.2220333,514.2741217,6.681912958,SiClLo
Conventional,CON,2699,52.91501251,-2.607648108,5864.001661,403.1710756,419.5778183,0.149812627,82.60813025,78.9316781,66.33139484,1.335854479,6.942047883,1.354695757,2062.144934,13.83220835,23.09646317,5.735538305,328.2164445,1127.604899,164.6528646,82.76868507,124.536015,38.58291959,0.073725103,30.15781487,3.27680636,1.897231669,0.082143818,38.55257538,16.95482132,92.59910415,6.247655201,13.0570808,17.23131493,59.67222189,2178.4336,0.524062956,4426.672131,5470.116056,11115.51451,4156.816613,8446.83274,0.562154067,1.142321594,184.7771874,375.4753075,493.3551107,1002.519112,252.6905453,513.4782142,6.685530176,SiClLo
Conventional,CON,2700,52.91501234,-2.607596058,5867.32687,401.2636168,419.757466,0.149639111,82.67420459,78.41652838,66.34011912,1.332073611,6.945607276,1.355559867,2061.999009,13.85303315,22.98399916,5.781398796,328.4867525,1127.194303,163.7694063,82.62068134,124.5099164,38.59497014,0.073592771,30.162697,3.275569019,1.89651766,0.082514694,38.56264841,16.8334278,92.44738839,6.253309335,13.05047372,17.37931866,59.63668218,2178.127698,0.524140253,4428.87374,5419.821938,11020.33966,4155.619961,8449.787465,0.564621819,1.148068017,184.7334828,375.6259431,491.7549822,999.9049776,252.0488647,512.5009884,6.68455371,SiClLo
Conventional,CON,2701,52.91501217,-2.607544009,5873.612732,399.7457207,419.4895439,0.149439447,82.61874446,77.86867352,66.33661359,1.329044589,6.949318026,1.356293693,2063.091252,13.87474349,22.83929671,5.829209431,328.7749223,1130.267608,163.0616284,82.43025151,124.363121,38.4794599,0.073454812,30.12615437,3.28483048,1.901862004,0.083271478,38.69225163,16.7067774,92.28474295,6.259203903,13.0427235,17.56974849,59.5909548,2180.417368,0.525542442,4435.929487,5379.529067,10944.33202,4148.88921,8440.668406,0.567194508,1.153923501,185.0606105,376.4948084,490.0868108,997.052476,251.3798976,511.4174547,6.679061429,SiClLo
Conventional,CON,2770,52.91498122,-2.607700442,5870.413261,408.1976194,418.4007245,0.149742706,81.98266688,79.16382538,66.15271368,1.345741666,6.939912016,1.35260662,2067.588168,13.81971212,23.16199109,5.708019031,327.9602962,1142.920835,166.963159,82.85492044,124.3784482,38.35900517,0.073804511,29.97570333,3.322961201,1.923865414,0.083061314,39.03349643,17.03095162,92.82380405,6.244262352,13.04202078,17.14507956,59.69292935,2189.844256,0.527725199,4442.996755,5601.638079,11365.21912,4149.59198,8419.148374,0.560673255,1.137555536,186.4074409,378.2039078,494.3152917,1002.921204,253.0755954,513.4675885,6.679634888,SiClLo
Conventional,CON,2771,52.91498105,-2.607648392,5872.216886,405.8009729,418.5688953,0.149613651,82.13649061,78.70853483,66.18040825,1.340991622,6.943171964,1.353663828,2066.608137,13.83878497,23.05667561,5.750021376,328.2033376,1140.163265,165.8532377,82.71632425,124.3312622,38.34787365,0.073683312,30.00849174,3.314651217,1.919070121,0.083232733,38.96663708,16.91977782,92.6602779,6.249440817,13.03729073,17.28367575,59.65964864,2187.789815,0.527505138,4442.297903,5538.45172,11245.80263,4147.428446,8421.335799,0.562933401,1.143033873,186.1139206,377.9035233,492.8497786,1000.729377,252.487898,512.6756017,6.677869447,SiClLo
Conventional,CON,113,52.91635869,-2.605605887,6002.231688,349.7798325,382.0016605,0.156014293,83.11345913,86.70512136,73.31466844,1.231573851,6.896997915,1.379437008,2072.897145,13.56863629,19.32728251,5.155098413,341.7256535,1157.859006,140.2860821,77.80840681,111.3493259,25.45009623,0.075399984,29.79808353,3.367977643,1.949842243,0.100885484,40.34526824,18.29054006,87.91233974,6.176092833,14.17286773,22.19159319,58.4811243,2200.973469,0.61961018,4554.156386,4082.947134,8448.252567,3552.190618,7350.034798,0.53092061,1.098557306,187.9974845,388.9960313,513.6073666,1062.733514,260.8120682,539.6607285,6.192156406,ClLo
Conventional,CON,134,52.91632757,-2.605710275,5989.250323,350.0376021,384.7594867,0.155284998,83.4790083,85.24888647,73.08547263,1.232131046,6.906092644,1.379173594,2068.809029,13.62184646,19.52943788,5.272278153,341.3457898,1146.35604,140.4162792,78.07444524,112.1746229,26.39469101,0.075061858,29.9348576,3.333313254,1.929839087,0.09881693,39.92374664,17.98678044,88.074385,6.19053991,14.13125908,21.92555476,58.54500735,2192.403547,0.610692008,4535.557619,4090.359084,8461.972858,3590.031503,7426.914975,0.537226049,1.111391971,186.7730898,386.3887703,509.5188225,1054.072358,259.1724877,536.1657769,6.223034502,ClLo
Conventional,CON,135,52.9163274,-2.605658223,5990.526295,349.2374622,384.1691745,0.155606254,83.51030139,85.83932355,73.23476909,1.23060042,6.902445485,1.379534798,2068.707983,13.60050817,19.48580387,5.225286861,341.7303817,1146.071722,140.0586248,78.01702245,111.9731947,26.16731848,0.075197453,29.93823824,3.332456455,1.92934467,0.099012834,39.92397164,18.10661547,88.01439182,6.184746359,14.15641837,21.98297755,58.53121858,2192.191725,0.612207974,4536.307153,4069.998293,8422.05641,3580.795774,7409.748564,0.534697448,1.106450605,186.7428265,386.4273412,511.158406,1057.741213,259.8299905,537.6667702,6.215498164,ClLo
Conventional,CON,136,52.91632723,-2.605606172,5992.73639,348.9226436,383.804344,0.155789067,83.47165099,86.1863081,73.30265231,1.229989567,6.900307723,1.379697286,2069.227472,13.58800085,19.4431101,5.197743162,342.042744,1147.533438,139.9158897,77.96083704,111.8536835,26.02905014,0.075276931,29.92085795,3.336861362,1.93188653,0.099360983,39.98127904,18.177666,87.97142113,6.181350499,14.16787157,22.03916296,58.51772694,2193.28073,0.613450869,4539.095206,4061.872567,8406.231834,3575.316038,7399.28075,0.533215323,1.1035136,186.898414,386.7948518,512.1194392,1059.854701,260.2153823,538.5276851,6.211026708,ClLo
Conventional,CON,137,52.91632705,-2.605554121,5993.619367,348.7912941,383.7984366,0.155892385,83.4566871,86.39105996,73.32174396,1.229734962,6.899063747,1.379764586,2069.43141,13.58072277,19.4258836,5.181715334,342.2560022,1148.10727,139.8563973,77.9381668,111.8465062,26.01345674,0.07532318,29.91403489,3.338590616,1.932884399,0.099500462,40.00388164,18.21996173,87.95393865,6.17937443,14.17087035,22.0618332,58.5122832,2193.708246,0.613626925,4540.201424,4058.485743,8399.63235,3574.986947,7398.960576,0.532352866,1.101782447,186.9594936,386.9401324,512.6786697,1061.063809,260.4396439,539.0180961,6.21075817,ClLo
Conventional,CON,158,52.91629645,-2.605814662,5983.787559,355.6275409,387.9126968,0.153900886,83.15729353,82.84021739,72.50226034,1.24282868,6.920479709,1.376690734,2070.64977,13.70602029,19.78316602,5.457646241,340.7542965,1151.535438,142.915947,78.40835392,113.2978895,27.66846096,0.074526971,29.87327285,3.34892146,1.938845834,0.098004831,40.03786642,17.51009459,88.4551183,6.21339392,14.04377585,21.59164608,58.6251879,2196.262294,0.603114482,4535.360926,4232.66189,8740.599608,3641.534668,7519.900554,0.547200701,1.129989203,187.3243935,386.8316352,503.0511038,1038.81869,256.5788149,529.8445155,6.265060997,ClLo
Conventional,CON,159,52.91629628,-2.605762611,5979.617758,352.4792101,387.2569642,0.15455562,83.55463823,83.94434416,72.83982001,1.236836998,6.913867885,1.378002387,2067.237261,13.66733675,19.74859851,5.372457143,341.1906533,1141.933468,141.5158977,78.36286275,112.9987089,27.33507165,0.074772788,29.98744344,3.319985754,1.922148426,0.097330878,39.73087681,17.72658682,88.32282001,6.202890966,14.09573175,21.63713725,58.61426424,2189.108649,0.603423141,4524.895417,4152.958922,8584.180964,3627.816867,7498.710456,0.542616678,1.121590617,186.3023439,385.0876121,506.0234553,1045.952294,257.7707819,532.8131293,6.253867295,ClLo
Conventional,CON,160,52.91629611,-2.60571056,5978.426427,350.2360781,386.6978265,0.155032156,83.78428823,84.74944546,73.07346169,1.232566496,6.909062498,1.378956373,2065.395536,13.63922206,19.69729522,5.310542812,341.5959234,1136.751302,140.5180288,78.29534712,112.7574951,27.06405121,0.074951444,30.04906111,3.304369205,1.913136865,0.097126882,39.57198409,17.88421946,88.20845473,6.195257555,14.1311624,21.70465289,58.5980519,2185.247839,0.604200916,4520.042153,4096.151556,8472.62144,3616.756915,7481.024997,0.539285069,1.115475875,185.7507456,384.2132617,508.1837219,1051.144773,258.6370881,534.9738914,6.244842392,ClLo
Conventional,CON,161,52.91629594,-2.605658509,5979.64495,348.7068209,386.2320528,0.155342318,83.88033868,85.26764288,73.20966723,1.229647792,6.90601752,1.379631352,2064.805813,13.62140693,19.63202036,5.271310233,341.9643419,1135.091965,139.8360286,78.20944477,112.5665801,26.84711622,0.075064651,30.06879118,3.299368764,1.910251351,0.097302841,39.5316398,17.9847686,88.10755107,6.190420575,14.15057573,21.79055523,58.57742441,2184.011603,0.605324182,4519.69632,4057.326184,8396.421613,3608.003228,7466.571557,0.537173965,1.111653065,185.574123,384.0358174,509.5525944,1054.492102,259.1860308,536.3717612,6.237699399,ClLo
Conventional,CON,162,52.91629576,-2.605606458,5981.68313,347.7345295,385.9090633,0.15552799,83.90382682,85.57544806,73.2721739,1.227786819,6.904255789,1.380076151,2064.843894,13.61109964,19.57170157,5.248611461,342.2821207,1135.199115,139.4011834,78.13006466,112.4361955,26.6956882,0.075130149,30.06751713,3.299691662,1.910437679,0.097612242,39.54824219,18.04387386,88.02913964,6.187622046,14.15809291,21.86993535,58.55836309,2184.091431,0.606351003,4521.318744,4032.571018,8347.882635,3602.024933,7456.603059,0.535952545,1.109482988,185.5855282,384.1832423,510.3445822,1056.47158,259.5036324,537.2021612,6.232821121,ClLo
Conventional,CON,163,52.91629559,-2.605554407,5982.058248,347.1692899,385.8615874,0.155656481,83.94156093,85.8020899,73.2991371,1.22670984,6.902950416,1.380324669,2064.601597,13.60346235,19.54873072,5.231792561,342.5265163,1134.517352,139.1495305,78.09983479,112.4021223,26.64929688,0.07517868,30.07562352,3.297637158,1.909252123,0.097666296,39.53081709,18.08840478,87.99274626,6.185548446,14.1607529,21.90016521,58.55110408,2183.583505,0.606473036,4521.08127,4018.244747,8319.723528,3600.462636,7454.711096,0.53504752,1.107808937,185.5129603,384.1021733,510.9314142,1057.876853,259.7389626,537.7861466,6.231546289,ClLo
Conventional,CON,185,52.91626516,-2.605866999,5979.750693,360.3519989,390.2953691,0.152864378,82.86783742,81.0639473,72.09026261,1.251897575,6.930949092,1.374597996,2072.403146,13.7672731,19.9895529,5.59253752,340.5755457,1156.469011,145.0350347,78.67996106,114.1673464,28.66099716,0.074137737,29.81461103,3.363788869,1.947425103,0.097422144,40.15389964,17.16072741,88.77132767,6.23002465,13.98523066,21.32003894,58.69040816,2199.937898,0.597581815,4536.045337,4353.29877,8976.053645,3681.40034,7590.668293,0.554459198,1.143237753,187.8495312,387.3263835,498.3445825,1027.535196,254.6914142,525.1474613,6.297591316,ClLo
Conventional,CON,186,52.91626499,-2.605814948,5971.739455,356.423565,389.7933557,0.153645327,83.44775574,82.37609598,72.50163898,1.244415056,6.923098873,1.376202809,2067.213262,13.72134413,19.98830352,5.491392484,340.9965002,1141.865942,143.2866284,78.67831686,113.8875385,28.3497081,0.074429595,29.98824635,3.319782264,1.922031002,0.096157785,39.67656697,17.41816569,88.63766365,6.21755449,14.04863459,21.32168314,58.69001334,2189.058341,0.596706036,4518.882359,4253.764295,8781.063561,3668.570804,7573.046172,0.549016586,1.133337252,186.2951564,384.5698764,501.8736562,1036.019903,256.106637,528.68201,6.287122437,ClLo
Conventional,CON,187,52.91626482,-2.605762897,5966.634609,353.0422538,389.4020403,0.154286904,83.8921634,83.441223,72.82809861,1.237982094,6.916776578,1.377598903,2063.352963,13.68435453,19.96006202,5.409933782,341.3975888,1131.003999,141.7834673,78.64115077,113.6579056,28.0918948,0.074664647,30.11739844,3.287049607,1.903142556,0.095347527,39.32650646,17.62550319,88.50229959,6.207511456,14.09759129,21.35884923,58.68108875,2180.965992,0.596211328,4506.744538,4168.191308,8613.143659,3658.041853,7558.971665,0.544633295,1.125429345,185.1389932,382.5709109,504.7158497,1042.944001,257.2464082,531.5735547,6.278530831,ClLo
Conventional,CON,188,52.91626465,-2.605710846,5965.137649,350.316229,389.0306236,0.154746702,84.17205077,84.18108282,73.04670192,1.232792255,6.912479612,1.378754342,2061.106571,13.65921444,19.89808409,5.354570137,341.7786778,1124.683198,140.5707811,78.55958722,113.4543393,27.86116044,0.074824401,30.19255485,3.268001762,1.892150959,0.095092118,39.13217026,17.76688398,88.36359251,6.200685679,14.12805742,21.44041278,58.66150313,2176.256879,0.596445873,4500.785432,4099.154675,8477.590962,3648.708082,7546.008168,0.541654179,1.120212076,184.4661967,381.5003546,506.6475548,1047.813774,258.0210571,533.6214793,6.27091449,ClLo
Conventional,CON,189,52.91626447,-2.605658795,5966.511817,348.1841913,388.6534594,0.155042125,84.31532106,84.62843285,73.16779821,1.228725517,6.910004729,1.379689874,2060.183477,13.64473474,19.81171369,5.322682858,342.136271,1122.085836,139.6205248,78.44592293,113.2674897,27.64738481,0.074916413,30.22343835,3.260174566,1.887634259,0.095278697,39.06524809,17.8491884,88.22644663,6.1967543,14.14188306,21.55407707,58.63420924,2174.321796,0.597318048,4499.834646,4045.057832,8371.387995,3640.140801,7533.398103,0.539938325,1.117421159,184.1897292,381.1870563,507.7601409,1050.827287,258.4672244,534.9069182,6.263923603,ClLo
Conventional,CON,190,52.9162643,-2.605606744,5968.87826,346.6633398,388.3170421,0.155222976,84.37642509,84.88852906,73.22054709,1.225820261,6.908655642,1.380375069,2059.977541,13.63684169,19.72953126,5.30530074,342.4598324,1121.506383,138.9416666,78.33777006,113.1132703,27.46830008,0.07496657,30.23032824,3.258428374,1.886626616,0.095624503,39.06378519,17.89515865,88.11305519,6.194611261,14.14505351,21.66222994,58.6082388,2173.890093,0.5983618,4501.175532,4006.411326,8295.525469,3633.069647,7522.498149,0.539002993,1.116039442,184.1280513,381.2486573,508.3666241,1052.604921,258.7104352,535.6761524,6.258153554,ClLo
Conventional,CON,191,52.91626413,-2.605554693,5969.525065,345.7646646,388.1567465,0.155363901,84.43478968,85.11736234,73.24814267,1.224109094,6.907402472,1.380770167,2059.611255,13.62950982,19.69218995,5.289154449,342.7306012,1120.475743,138.541826,78.28862854,113.0342244,27.37095843,0.075013161,30.24258289,3.255322522,1.884834377,0.095714818,39.03784617,17.9382641,88.0545961,6.192620586,14.14633551,21.71137146,58.59643858,2173.122247,0.598747762,4500.873551,3983.648928,8250.755393,3629.445296,7517.144681,0.538134162,1.114559395,184.0183482,381.130568,508.9299879,1054.073017,258.9363543,536.2973898,6.25519609,ClLo
Conventional,CON,192,52.91626395,-2.605502642,5965.789108,345.4362701,388.3377487,0.155537963,84.57368733,85.46305608,73.29250372,1.223506396,6.905276947,1.380862428,2058.184747,13.61707409,19.73762986,5.26176842,342.9251006,1116.461896,138.4009964,78.34842789,113.0793778,27.40945972,0.075092184,30.29030885,3.243226724,1.877854473,0.095140829,38.89588029,18.00991477,88.07810806,6.189244166,14.15395717,21.65157211,58.61079803,2170.131857,0.597582958,4494.980316,3975.631684,8234.700628,3631.515637,7521.935249,0.53666052,1.111581523,183.5911077,380.2710941,509.8855199,1056.122635,259.31954,537.1269144,6.256885485,ClLo
Conventional,CON,214,52.91623405,-2.605971387,5990.830827,367.5329247,393.3041041,0.150998899,81.90997162,77.75175774,71.21504729,1.265649621,6.950980657,1.37160131,2080.779383,13.88447098,20.04433137,5.850631358,339.9527957,1180.037703,148.2484132,78.75205006,115.2988039,29.94391567,0.073392998,29.53437148,3.43481354,1.988410032,0.099200617,40.90958707,16.4955187,89.05649068,6.26184501,13.84562638,21.24794995,58.70771868,2217.49701,0.593981048,4562.282704,4536.232185,9332.853008,3733.279065,7680.855683,0.568347222,1.16931869,190.3582218,391.6433794,489.3393736,1006.767789,251.0801617,516.572818,6.339924266,ClLo
Conventional,CON,215,52.91623387,-2.605919336,5979.968205,364.0218429,392.5610135,0.151766537,82.54234756,79.07447109,71.63835975,1.258944229,6.94297979,1.373009418,2074.876395,13.83766063,20.09975467,5.747545336,340.376665,1163.428133,146.6815943,78.82498765,114.9629408,29.57442118,0.073690457,29.73186477,3.384760305,1.959526712,0.097490081,40.35672946,16.75893557,88.97926857,6.249135546,13.9136428,21.17501235,58.72523298,2205.122572,0.593113003,4541.481089,4447.035247,9158.731914,3717.879328,7657.024998,0.562800165,1.159094891,188.5902716,388.4043285,492.9361707,1015.209007,252.5225428,520.0737442,6.327358107,ClLo
Conventional,CON,216,52.9162337,-2.605867285,5968.24717,360.4265693,392.1688482,0.152588475,83.20503542,80.50317704,72.08211165,1.252101573,6.934305997,1.374430731,2068.668089,13.78691321,20.16464329,5.635789087,340.781396,1145.959469,145.0827019,78.9103817,114.7293281,29.31529821,0.074012933,29.93957296,3.33211818,1.929149467,0.095669903,39.77223469,17.04408984,88.90673624,6.235357131,13.98535118,21.0896183,58.74573841,2192.108094,0.591316108,4519.351096,4356.012403,8980.555968,3707.167898,7642.868226,0.556786564,1.147896846,186.7308782,384.9729861,496.8354825,1024.298933,254.0862377,523.8359002,6.318617599,ClLo
